Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Ola,Dahl,Andreassenhaugen 5,Christensen,1739,Norge,NO,19540710-0227,+47,29678343,1954-07-10,True
Ida,Persson,Kyrkgatan 5,Göteborg,24252,Sverige,SE,19910114-6511,+46,+46 (0)847 507 94,1991-01-14,True
Aina,Ek,Genvägen 291,Västerås,84549,Sverige,SE,19970803-5550,+46,0772-83 03 67,1997-08-03,True
Tony,Gustafsson,Fabriksgränd 3,Halmstad,59389,Sverige,SE,19670423-4954,+46,08-041 85 97,1967-04-23,True
Ingrid,Andersson,Granvägen 5,Nyköping,79217,Sverige,SE,19810509-3856,+46,059-471 42 55,1981-05-09,True
Tonya,Brown,Julia Squares 613,East Scott,24204,Danmark,DK,19840604-2541,+45,(487)320-7063x499,1984-06-04,True
Karl,Karlsen,Sandviklyngen 5,Sørensen,8181,Norge,NO,19800331-5172,+47,957 13 588,1980-03-31,True
Kjell,Hauge,Kristensenholtet 98,Berge,3982,Norge,NO,19450920-3917,+47,+4757485571,1945-09-20,True
Margareta,Dahlberg,Idrottstorget 683,Luleå,77759,Sverige,SE,19520317-4268,+46,+46 (0)8 772 169 24,1952-03-17,True
Torbjørn,Karlsen,Jakobsenhagen 98E,Sandernes,0843,Norge,NO,19560628-2773,+47,+47 22 08 58 06,1956-06-28,True
Tuomas,Rantala,Eljaksenkatu 7,Perho,05135,Finland,FI,19510715-0875,+358,0137247424,1951-07-15,True
Holger,Eriksson,Nygränd 865,Trollhättan,18319,Sverige,SE,19960704-2171,+46,08-93 13 96,1996-07-04,True
Wenche,Nilsen,Bergtunet 66,Larsen,4698,Norge,NO,19510904-7946,+47,936 13 149,1951-09-04,True
Jimmy,Lindén,Granstigen 2,Borlänge,26005,Sverige,SE,19870912-5246,+46,041-01 08 82,1987-09-12,True
Maria,Lindell,Skolgatan 9,Sundsvall,40832,Sverige,SE,19721204-9417,+46,041-66 07 94,1972-12-04,True
Leif,Andersson,Nyvägen 77,Lidingö,30742,Sverige,SE,19730328-5204,+46,054-721 18 86,1973-03-28,True
Jens,Eriksson,Kvarngatan 5,Ängelholm,91417,Sverige,SE,19421005-8512,+46,+46 (0)026 241 30,1942-10-05,True
Kathy,Fisher,Miles Track 721,New Thomasshire,76483,Danmark,DK,19500507-7229,+45,4015226293,1950-05-07,True
Patty,Cunningham,Amy Mission 8136,Danielstad,35023,Danmark,DK,19641216-2817,+45,+1-237-875-9183,1964-12-16,True
Ingeborg,Sæther,Christensenvollen 414,Håvardhamn,8486,Norge,NO,19800130-3006,+47,+4727156957,1980-01-30,True
Wanda,Davis,Obrien Plaza 2839,Lake Barbara,73999,Danmark,DK,19490212-7436,+45,(732)934-1008x1173,1949-02-12,True
Ulla,Johansson,Industritorget 6,Kalmar,24950,Sverige,SE,19880127-3314,+46,023-984 53 39,1988-01-27,True
Inger,Johansson,Ekgatan 186,Motala,82888,Sverige,SE,19840913-4433,+46,08-754 20 00,1984-09-13,True
Peter,Henriksson,Trädgårdsvägen 877,Motala,52127,Sverige,SE,19860413-3741,+46,075-05 59 47,1986-04-13,True
Håvard,Berg,Næsshavna 38C,Kristoffersen,3165,Norge,NO,19550504-5229,+47,18 57 86 24,1955-05-04,True
Beth,Davis,King Flat 1351,North Jacqueline,36202,Danmark,DK,19690301-5207,+45,001-363-560-3929,1969-03-01,True
Hans,Olsson,Kyrkotorget 10,Jönköping,12118,Sverige,SE,19940214-7872,+46,0338-041 58,1994-02-14,True
Cecilie,Paulsen,Svendsenflata 6,Marenodden,1166,Norge,NO,19681031-5007,+47,28 59 00 64,1968-10-31,True
Carina,Andersson,Ängsgatan 288,Västerås,80377,Sverige,SE,19781005-0291,+46,+46 (0)8 370 575 92,1978-10-05,True
William,Barrera,Gibbs Corners 7559,Port Melissabury,81376,Danmark,DK,19470420-8988,+45,432-455-8416x274,1947-04-20,True
Robert,Livingston,Michael Mews 504,Lake Dorothymouth,25352,Danmark,DK,19640107-4131,+45,+1-933-499-7809x053,1964-01-07,True
Denise,Miles,Rodriguez Plaza 0497,West Reginaburgh,68399,Danmark,DK,19501117-1565,+45,001-434-316-8200,1950-11-17,True
Johan,Olsson,Skolstigen 454,Östersund,10405,Sverige,SE,19471110-1290,+46,0133-14 85 38,1947-11-10,True
Maren,Ahmed,Abrahamsenfaret 49,Toreborg,9447,Norge,NO,19920604-2512,+47,+4749351300,1992-06-04,True
Markus,Abrahamsen,Andersenstranda 18,Solberg,8108,Norge,NO,19771121-4824,+47,63 45 43 73,1977-11-21,True
Nicole,Washington,Dustin Terrace 714,Patelchester,83906,Danmark,DK,19740331-0696,+45,6702196399,1974-03-31,True
Stian,Eriksen,Paulsenløkka 9,Birkeland,2536,Norge,NO,19480721-6036,+47,432 99 002,1948-07-21,True
Jan,Larsson,Parkvägen 59,Lund,22942,Sverige,SE,19670809-6080,+46,08-635 206 00,1967-08-09,True
Anders,Svensson,Storgränd 8,Lidingö,81249,Sverige,SE,19711211-1451,+46,+46 (0)986 604 89,1971-12-11,True
Mikael,Andersson,Stationsgatan 22,Alingsås,66769,Sverige,SE,19800614-3072,+46,+46 (0)31 14 48 57,1980-06-14,True
Helena,Persson,Furugatan 13,Halmstad,88956,Sverige,SE,19860402-6100,+46,0640-898 66,1986-04-02,True
Bo,Sjödin,Idrottsgränd 0,Linköping,56729,Sverige,SE,19691005-6555,+46,057-314 48 28,1969-10-05,True
Jesper,Holmberg,Ängsvägen 99,Alingsås,80504,Sverige,SE,19530914-2646,+46,031-606 64 11,1953-09-14,True
April,Baker,Dawn Walks 3908,Wilkersonstad,38028,Danmark,DK,19720923-5342,+45,960.312.4313x98836,1972-09-23,True
Fredrik,Nilsson,Parkgränd 9,Sandviken,88876,Sverige,SE,19850527-6117,+46,+46 (0)8 802 859 17,1985-05-27,True
Magnus,Nilsson,Nygatan 8,Lidingö,25795,Sverige,SE,19910104-5054,+46,+46 (0)345 892 77,1991-01-04,True
Jenni,Mattila,Gustav Pauligin katu 3,Taipalsaari,10822,Finland,FI,19930424-090A,+358,+358537302605,1993-04-24,True
Lennart,Karlsson,Ekgatan 3,Västerås,18780,Sverige,SE,19920413-1075,+46,040-867 05 39,1992-04-13,True
Gunilla,Abrahamsson,Idrottsvägen 9,Sundsvall,48263,Sverige,SE,19930727-2518,+46,08-166 869 46,1993-07-27,True
Lennart,Johansson,Åkergränd 4,Södertälje,34333,Sverige,SE,19880913-0563,+46,+46 (0)14 81 53 38,1988-09-13,True
Sofie,Knutsen,Henriksenlyngen 88,Lund,3409,Norge,NO,19730321-0156,+47,989 51 875,1973-03-21,True
Ingemar,Hallberg,Bäckstigen 674,Malmö,61073,Sverige,SE,19691207-9739,+46,027-914 06 89,1969-12-07,True
Gösta,Eriksson,Kyrktorget 835,Jönköping,84261,Sverige,SE,19680915-5464,+46,008-37 74 00,1968-09-15,True
Victoria,Andersson,Furugränd 39,Piteå,13835,Sverige,SE,19580917-1884,+46,+46 (0)159 738 98,1958-09-17,True
Margareta,Lundberg,Strandvägen 0,Umeå,27484,Sverige,SE,19741011-5482,+46,08-711 919 70,1974-10-11,True
Michelle,Graham,Johnson Club 34025,Pagemouth,52493,Danmark,DK,19890110-6674,+45,+1-637-503-5885,1989-01-10,True
Aili,Heinonen,Tyynylaavanpolku 493,Kauniainen,64917,Finland,FI,19550802-770H,+358,0449741963,1955-08-02,True
Armas,Rantala,Kimmonbulevardi 1,Liminka,69724,Finland,FI,19780728-746R,+358,+358193140363,1978-07-28,True
Greta,Carlsson,Stationstorget 43,Göteborg,33204,Sverige,SE,19800104-3680,+46,08-780 14 83,1980-01-04,True
Adam,Cardenas,Kevin Ridges 693,Peckport,18205,Danmark,DK,19640621-6075,+45,448.702.2976,1964-06-21,True
Andrea,Berntsen,Ellingsenstykket 78,Alfsund,1603,Norge,NO,19930614-0630,+47,00316994,1993-06-14,True
Sven,Ivarsson,Storgatan 812,Malmö,70642,Sverige,SE,19921123-5201,+46,+46 (0)47 04 23 76,1992-11-23,True
Arne,Andersen,Andreassenspranget 92,Knudsen,7640,Norge,NO,19690510-5494,+47,05 37 63 90,1969-05-10,True
Mikaela,Karlsson,Ringstigen 785,Falun,67920,Sverige,SE,19550416-6600,+46,08-482 721 40,1955-04-16,True
Rune,Ruud,Jacobsenringen 1G,Roarsjøen,8601,Norge,NO,19401030-0281,+47,05 15 37 90,1940-10-30,True
Henrik,Persson,Kyrkvägen 6,Ängelholm,23854,Sverige,SE,19730125-0410,+46,08-51 13 47,1973-01-25,True
Sten,Olofsson,Kvarngatan 28,Malmö,50547,Sverige,SE,19600503-2279,+46,004-906 08 85,1960-05-03,True
Maria,Dahl,Gulbrandsenkollen 5C,Kristiansen,0131,Norge,NO,19540305-0666,+47,+47 61 29 53 55,1954-03-05,True
Ingegerd,Jansson,Björkgatan 225,Trelleborg,81916,Sverige,SE,19851101-6146,+46,+46 (0)8 782 236 93,1985-11-01,True
Vera,Eklund,Storgatan 265,Jönköping,31584,Sverige,SE,19770612-8359,+46,+46 (0)8 817 686 03,1977-06-12,True
Kristina,Strand,Asptorget 83,Trelleborg,30182,Sverige,SE,19811212-3807,+46,08-087 87 16,1981-12-12,True
Knut,Hansen,Karlsengrenda 5,Lund,1269,Norge,NO,19430512-9256,+47,+4706840330,1943-05-12,True
Göte,Johansson,Aspstigen 660,Lund,23596,Sverige,SE,19670821-6363,+46,0150-10 71 53,1967-08-21,True
Elisabet,Larsson,Strandvägen 605,Ängelholm,51781,Sverige,SE,19750411-5798,+46,0726-620 24,1975-04-11,True
Inga,Andersson,Parkgatan 49,Nyköping,37135,Sverige,SE,19690703-4631,+46,095-993 45 12,1969-07-03,True
Irma,Venäläinen,Puuskapolku 4,Pöytyä,13732,Finland,FI,19740811-5695,+358,030 022 1691,1974-08-11,True
Maria,Svensson,Genvägen 436,Norrköping,45278,Sverige,SE,19740316-1406,+46,0471-057 25,1974-03-16,True
Maria,Mårtensson,Järnvägsgatan 93,Östersund,65954,Sverige,SE,19420310-2019,+46,033-92 27 64,1942-03-10,True
Grete,Gulbrandsen,Nielsenbakken 26B,Berntsen,1282,Norge,NO,19810306-6359,+47,494 94 296,1981-03-06,True
Gunnar,Henriksen,Ødegårdtunet 6,Ruthstrøm,7917,Norge,NO,19761205-9571,+47,468 47 002,1976-12-05,True
Erik,Nilsson,Bäckgränd 971,Norrköping,70579,Sverige,SE,19690418-0966,+46,000-12 26 75,1969-04-18,True
Else,Lund,Aasenholtet 217,Haraldberg,0984,Norge,NO,19730107-6769,+47,04405942,1973-01-07,True
Nils,Eriksson,Kyrkgatan 1,Piteå,15374,Sverige,SE,19900907-7317,+46,045-113 36 84,1990-09-07,True
Margit,Hansson,Parkvägen 6,Stockholm,83655,Sverige,SE,19870913-9908,+46,069-736 47 28,1987-09-13,True
Ilona,Rautiainen,Ylätuvankuja 506,Sottunga,12342,Finland,FI,19951003-006X,+358,0582021056,1995-10-03,True
Anna,Rantala,Haahkakuja 105,Muonio,13092,Finland,FI,19920130-356X,+358,(+358) 074035935,1992-01-30,True
Gunborg,Eriksson,Aspgatan 6,Alingsås,96962,Sverige,SE,19820316-3784,+46,079-856 68 79,1982-03-16,True
Camilla,Svendsen,Jenssenflata 45,Halvorsen,2203,Norge,NO,19860905-1085,+47,34363179,1986-09-05,True
Margareta,Eriksson,Åkergatan 0,Falun,67400,Sverige,SE,19461011-6983,+46,0423-36 52 98,1946-10-11,True
Marte,Hauge,Sivertsenstubben 53,Nilsen,3806,Norge,NO,19690516-9313,+47,15693331,1969-05-16,True
Rickard,Magnusson,Aspvägen 682,Sandviken,93721,Sverige,SE,19930209-2989,+46,047-69 75 88,1993-02-09,True
Elisabet,Karlsson,Industrigatan 48,Varberg,17602,Sverige,SE,19550207-8038,46,08-063 31 26,1955-02-07,True
Sven,Persson,Skolgatan 237,Falun,78342,Sverige,SE,19480211-5980,+46,08-02 18 03,1948-02-11,True
Christina,Svensson,Ekvägen 2,Göteborg,46873,Sverige,SE,19811009-8075,+46,+46 (0)474 856 51,1981-10-09,True
Monica,Haug,Kristensenekra 5C,Moen,9925,Norge,NO,19820930-6987,+47,00 60 79 60,1982-09-30,True
Justin,Li,Ryan Alley 987,Nicolefort,60248,Danmark,DK,19941202-9264,+45,(232)276-6995,1994-12-02,True
Samuel,Sandberg,Backgatan 73,Skövde,81347,Sverige,SE,19630401-4020,+46,0815-437 66,1963-04-01,True
Anna,Persson,Ringvägen 076,Landskrona,19377,Sverige,SE,19770731-5082,+46,+46 (0)862 299 63,1977-07-31,True
Hanna,Bengtsson,Skogsstigen 7,Lund,92881,Sverige,SE,19790728-4042,+46,+46 (0)67 09 81 41,1979-07-28,True
Helge,Nguyen,Abrahamsengata 7,Evasand,1156,Norge,NO,19581104-6904,+47,40301453,1958-11-04,True
Karl,Andersson,Kyrkotorget 1,Göteborg,67213,Sverige,SE,19860531-1745,+46,08-25 86 65,1986-05-31,True
Andrea,Ellingsen,Knudsenhavna 3,Grosand,7993,Norge,NO,19680712-8389,+47,03695024,1968-07-12,True
Inger,Vik,Knutsenekra 7,Dahl,1921,Norge,NO,19440705-7966,+47,93654126,1944-07-05,True
Gustav,Mattsson,Bäckgatan 95,Västerås,71653,Sverige,SE,19530531-9027,+46,008-33 17 90,1953-05-31,True
Asbjørn,Hauge,Ahmedberget 5,Øysteinnes,9641,Norge,NO,19440129-5058,+47,+47 33 41 51 85,1944-01-29,True
Åsa,Karlsson,Kyrkogatan 830,Alingsås,23323,Sverige,SE,19720420-7533,+46,0837-36 84 39,1972-04-20,True
Ove,Olsson,Furutorget 04,Borås,57636,Sverige,SE,19540426-2780,+46,085-182 37 03,1954-04-26,True
Birgit,Hallberg,Kyrkvägen 678,Jönköping,53799,Sverige,SE,19900102-3444,46,+46 (0)16 37 33 59,1990-01-02,True
Olof,Lundberg,Skolstigen 53,Halmstad,85698,Sverige,SE,19810105-1147,+46,+46 (0)509 824 01,1981-01-05,True
Olle,Möller,Strandstigen 356,Helsingborg,94534,Sverige,SE,19940226-4429,+46,08-727 991 05,1994-02-26,True
Markus,Helland,Ellingsenmyra 1F,Antonsen,3038,Norge,NO,19870822-3023,+47,+47 58 77 21 58,1987-08-22,True
Göran,Hansson,Björkvägen 300,Stockholm,53164,Sverige,SE,19720212-8273,+46,+46 (0)73 32 98 68,1972-02-12,True
Timothy,Maldonado,Stephanie Falls 02987,Lake Martin,25872,Danmark,DK,19720712-4531,+45,(386)363-3479x17430,1972-07-12,True
Pål,Lien,Lienvika 6,Pettersen,9141,Norge,NO,19650408-2691,+47,96377609,1965-04-08,True
Margareta,Johansson,Järnvägsgränd 005,Borås,19178,Sverige,SE,19880613-5059,+46,092-902 05 32,1988-06-13,True
Marita,Suominen,Jännetie 9,Perho,26635,Finland,FI,19820302-5458,+358,+358424838990,1982-03-02,True
Ole,Lie,Lundtunet 9,Sørensen,4621,Norge,NO,19430928-8086,+47,47808795,1943-09-28,True
Eva,Olofsson,Skolgatan 696,Umeå,14937,Sverige,SE,19530429-8957,+46,+46 (0)135 955 76,1953-04-29,True
Angela,Fletcher,Valenzuela Route 223,Lake Wandahaven,52587,Danmark,DK,19760919-1012,+45,350.337.6285x02477,1976-09-19,True
Kalevi,Räsänen,Franzéninbulevardi 41,Siikalatva,28784,Finland,FI,19940614-336U,+358,0880717764,1994-06-14,True
Svein,Isaksen,Solbergberget 7,Engen,4620,Norge,NO,19790422-9611,+47,+47 61 97 69 26,1979-04-22,True
Michael,Harmon,Peterson Brooks 1578,South Kelsey,97836,Danmark,DK,19930710-3005,+45,674.696.9241x78959,1993-07-10,True
Mikael,Tuovinen,Orapihlajatie 46,Jokioinen,96588,Finland,FI,19591126-892T,+358,(+358) 908915017,1959-11-26,True
Björn,Persson,Strandtorget 65,Västerås,24988,Sverige,SE,19620919-4570,+46,0102-938 71,1962-09-19,True
Kristiina,Pitkänen,Disanbulevardi 659,Inkoo,76578,Finland,FI,19990509-420V,+358,+358 176775647,1999-05-09,True
Anne,Håkansson,Skogstorget 673,Varberg,28579,Sverige,SE,19500528-4008,+46,0405-982 82,1950-05-28,True
Gun,Svensson,Björkvägen 537,Göteborg,10653,Sverige,SE,19561211-1196,+46,083-12 07 84,1956-12-11,True
Karin,Lindström,Kyrkgränd 674,Stockholm,47649,Sverige,SE,19570319-3078,+46,08-090 98 33,1957-03-19,True
Maria,Pettersson,Skoltorget 589,Linköping,99915,Sverige,SE,19910929-8463,+46,08-946 067 26,1991-09-29,True
Jon,Brekke,Arnesenkollen 6,Haugland,4167,Norge,NO,19420520-0139,+47,936 77 404,1942-05-20,True
Erik,Tveit,Thomassenstranda 21,Torillstrand,5092,Norge,NO,19880907-1001,+47,96815795,1988-09-07,True
Kent,Holmström,Furuvägen 959,Lidingö,82949,Sverige,SE,19640308-9713,+46,042-45 75 40,1964-03-08,True
Ragnhild,Moe,Tangenflata 195,Jørgenhelle,6150,Norge,NO,19800630-1077,+47,50276299,1980-06-30,True
Rolf,Johnsson,Parkgatan 336,Trelleborg,18478,Sverige,SE,19750616-9112,+46,0775-152 44,1975-06-16,True
Rita,Edvardsen,Edvardsenlyngen 018,Iversen,2803,Norge,NO,19640513-3324,+47,+4740658258,1964-05-13,True
Brooke,Mitchell,Cruz Isle 57048,Matthewfort,70692,Sverige,DK,19500227-5831,+45,(886)731-1942,1950-02-27,True
Ingemar,Svensson,Skolstigen 26,Piteå,48934,Sverige,SE,19910426-8499,+46,+46 (0)728 652 70,1991-04-26,True
Daniel,Salomaa,Runebergintie 971,Alavieska,22326,Finland,FI,19781201-537L,+358,0073499450,1978-12-01,True
Stig,Rønning,Johannessenhagen 97,Vildeborg,4068,Norge,NO,19811119-9263,+47,404 25 248,1981-11-19,True
Christina,Nordström,Storgränd 66,Göteborg,56896,Sverige,SE,19960627-1194,+46,+46 (0)66 26 16 10,1996-06-27,True
Aada,Mäntylä,Degermosankuja 221,Kiuruvesi,09294,Finland,FI,19580331-072W,+358,048 874 1761,1958-03-31,True
Håkan,Lundin,Furuvägen 03,Luleå,37612,Sverige,SE,19610707-5449,+46,0969-353 05,1961-07-07,True
Elsa,Gustavsson,Strandstigen 7,Skövde,35317,Sverige,SE,19621025-1119,+46,08-618 669 95,1962-10-25,True
Ivar,Eliassen,Halvorsenskogen 622,Svendsen,8664,Norge,NO,19991114-7066,+47,962 29 302,1999-11-14,True
Sofia,Hiltunen,Taimistonpolku 910,Vihti,10598,Finland,FI,19541206-172R,+358,+358 42 5035225,1954-12-06,True
Arne,Arnesen,Mathisenhagen 501,Marieø,3425,Norge,NO,19951003-6093,+47,+47 79 57 92 08,1995-10-03,True
Britta,Jönsson,Storvägen 0,Luleå,10388,Sverige,SE,19450906-8233,+46,090-106 45 64,1945-09-06,True
Dawn,Chen,Garcia Ramp 6884,New Nicholas,97078,Danmark,DK,19520701-0546,+45,001-674-477-9405x7630,1952-07-01,True
Odd,Brekke,Madsenekra 898,Maritsjøen,2739,Norge,NO,19790709-1542,+47,+47 46 12 02 26,1979-07-09,True
Kristina,Holmström,Kvarnvägen 89,Karlskoga,80690,Sverige,SE,19830429-5780,+46,+46 (0)101 733 25,1983-04-29,True
Tapani,Kettunen,Jämsäntie 8,Siikainen,85511,Finland,FI,19780512-408M,+358,+358 76 7107764,1978-05-12,True
Vidar,Fredriksen,Engenlia 6,Eide,3572,Norge,NO,19990409-2802,+47,47563807,1999-04-09,True
Phillip,Mccoy,Martha River 44918,Allenville,42482,Danmark,DK,19711122-3825,+45,(708)445-2794,1971-11-22,False
Albert,Olsson,Stationstorget 6,Södertälje,89434,Sverige,SE,19481226-6304,+46,08-278 399 30,1948-12-26,True
Maren,Lien,Ruudfaret 2,Pettersen,1745,Norge,NO,19750122-9658,+47,33 23 97 09,1975-01-22,True
Malin,Wallin,Kyrkovägen 81,Stockholm,73374,Sverige,SE,19700712-5449,+46,058-417 27 48,1970-07-12,True
Jermaine,Gibson,Hines Plains 89729,Milesbury,52117,Danmark,DK,19770804-7494,+45,958.545.8154,1977-08-04,True
Rune,Tangen,Aasstranda 7,Hannavåg,2198,Norge,NO,19831121-0218,+47,94857903,1983-11-21,True
Kerstin,Persson,Gengatan 2,Borlänge,11773,Sverige,SE,19480810-4633,+46,08-734 75 16,1948-08-10,True
Ebba,Mattsson,Backgränd 1,Karlstad,61309,Sverige,SE,19640603-3703,+46,+46 (0)8 534 117 21,1964-06-03,True
Kerstin,Viklund,Grangatan 345,Norrköping,53510,Sverige,SE,19590103-7171,+46,+46 (0)721 995 99,1959-01-03,True
Anne,Vik,Aasenengen 8,Jakobsen,9827,Norge,NO,19450101-5294,+47,49 76 91 82,1945-01-01,True
Håkan,Berglund,Backgatan 60,Varberg,60891,Sverige,SE,19971110-8378,+46,+46 (0)8 510 973 04,1997-11-10,True
Johan,Larsson,Trädgårdsgatan 611,Örnsköldsvik,19462,Sverige,SE,19780920-7443,+46,08-832 76 13,1978-09-20,True
Linnea,Lundberg,Strandvägen 46,Umeå,77638,Danmark,SE,19431228-4802,+46,0176-05 13 40,1943-12-28,True
Anna,Lunde,Ruudhøgda 4A,Simenstrøm,6108,Norge,NO,19900122-5280,+47,48 75 55 01,1990-01-22,True
Frida,Nilsson,Kyrkostigen 725,Jönköping,98674,Sverige,SE,19500504-0797,+46,037-787 78 76,1950-05-04,True
Kristoffer,Ali,Thorsenskrenten 18,Idafoss,7272,Norge,NO,19820627-2614,+47,68 28 04 20,1982-06-27,True
Fredrik,Johansson,Kyrkostigen 8,Västerås,43164,Sverige,SE,19740124-5204,+46,+46 (0)85 37 61 26,1974-01-24,True
Vegard,Næss,Brekkesvingen 91,Sivby,6564,Norge,NO,19920408-0208,+47,47946401,1992-04-08,True
Garrett,Carrillo,Bill Burgs 565,South Kathryn,41801,Danmark,DK,19420521-3970,+45,867-803-1136,1942-05-21,True
Katariina,Anttonen,Laurinniitynpolku 66,Alajärvi,26032,Finland,FI,19720208-0130,+358,+358300714591,1972-02-08,True
Bente,Berg,Pettersenlyngen 08,Ninaodden,2743,Norge,NO,19800127-8243,+47,93132545,1980-01-27,True
Roar,Hagen,Tveitmoen 1B,Myklebust,5142,Norge,NO,19410625-3811,+47,47064879,1941-06-25,True
Kathryn,Long,Cox Spurs 77122,Toddport,39837,Danmark,DK,19441216-6250,+45,838.687.7969x8600,1944-12-16,True
William,Dunn,Tina Roads 675,South Kristi,45357,Danmark,DK,19851210-4011,+45,8984367222,1985-12-10,True
Astrid,Pettersson,Industrivägen 0,Kristianstad,10436,Sverige,SE,19720722-3086,+46,08-333 187 98,1972-07-22,True
Paula,Campbell,Stone Well 08650,New Paula,81354,Danmark,DK,19961124-6317,+45,399.363.3340,1996-11-24,True
John,Jonsson,Parkstigen 00,Lidingö,13275,Sverige,SE,19711102-9510,+46,0198-989 01,1971-11-02,True
Steinar,Jenssen,Haugstranda 6,Danielsand,7816,Norge,NO,19970712-0467,+47,21517355,1997-07-12,True
Ingemar,Gunnarsson,Bäckgränd 0,Karlskoga,38831,Sverige,SE,19540907-0367,+46,096-66 27 81,1954-09-07,True
Ivar,Persson,Skolstigen 59,Umeå,46426,Sverige,SE,19610503-7131,+46,08-436 192 70,1961-05-03,True
Jennifer,Fernandez,Andrew Keys 059,Jillland,19443,Danmark,DK,19641003-8562,+45,293-462-1012x23151,1964-10-03,True
Lennart,Lindberg,Strandgatan 35,Norrköping,12428,Sverige,SE,19850402-8045,+46,0484-042 74,1985-04-02,True
Jenny,Lien,Berntsenholtet 8,Svendsen,8819,Norge,NO,19970213-5266,+47,+47 36 59 73 58,1997-02-13,True
Sverre,Nilsen,Pedersenkroken 3,Maysund,0575,Norge,NO,19671030-0214,+47,935 92 432,1967-10-30,True
Frank,Fredriksen,Tangenstranda 1,Perberg,6338,Norge,NO,19630219-5912,+47,+47 93 49 14 17,1963-02-19,True
Arne,Larsson,Asptorget 21,Lund,73597,Sverige,SE,19540207-1963,+46,+46 (0)98 87 38 98,1954-02-07,True
Lilian,Stenberg,Kyrkovägen 623,Sundsvall,37148,Sverige,SE,19600501-3119,+46,+46 (0)8 025 978 94,1960-05-01,True
Johanna,Jonsson,Bäckvägen 591,Östersund,10216,Sverige,SE,19430201-3792,+46,+46 (0)717 076 46,1943-02-01,True
Kayla,Simmons,Joseph Stream 26582,Deborahbury,42154,Danmark,DK,19750718-1268,+45,615.983.3729,1975-07-18,True
Inger,Eliassen,Berntsenringen 2B,Aasen,6119,Norge,NO,19881014-9688,+47,46232123,1988-10-14,True
Mattias,Nilsson,Järnvägsgatan 4,Stockholm,63340,Sverige,SE,19540321-9426,+46,08-289 035 54,1954-03-21,True
Per,Solberg,Myhreringen 5,Evensen,1956,Norge,NO,19540426-5693,+47,42136689,1954-04-26,True
Helena,Sköld,Skolvägen 240,Karlskoga,87730,Sverige,SE,19401226-0209,+46,0848-507 57,1940-12-26,True
Kirsten,Birkeland,Christensenhagen 1,Engen,4067,Norge,NO,19471205-4490,+47,43740794,1947-12-05,True
Craig,Foley,Sheppard Falls 3566,Hullstad,44218,Danmark,DK,19640627-1581,+45,4556965669,1964-06-27,True
Patrik,Nordin,Ängsgatan 55,Södertälje,90651,Sverige,SE,19420110-0709,+46,026-266 57 09,1942-01-10,True
Ingemar,Hansson,Ekvägen 387,Karlskrona,65509,Sverige,SE,19950818-6004,+46,+46 (0)8 840 194 36,1995-08-18,True
Timothy,Anderson,Davis Summit 98554,Nicoleburgh,20353,Danmark,DK,19811116-0139,+45,001-466-998-5590x0598,1981-11-16,True
Kenneth,Evensen,Andresentjernet 8,Hauge,1785,Norge,NO,19760103-0385,+47,467 07 836,1976-01-03,True
Erik,Gustafsson,Nygatan 033,Göteborg,54069,Sverige,SE,19790908-6322,+46,0715-23 83 27,1979-09-08,True
Gunhild,Forsberg,Björkstigen 319,Mölndal,86207,Sverige,SE,19441109-3235,+46,+46 (0)80 98 12 81,1944-11-09,True
Andrew,Martinez,Kimberly Stream 980,Colinfort,50006,Danmark,DK,19850210-9489,+45,001-473-459-2694x479,1985-02-10,True
Monika,Eriksson,Gengränd 2,Södertälje,72356,Sverige,SE,19531106-8482,+46,08-62 14 78,1953-11-06,True
Turid,Karlsen,Strømbråten 2B,Fredrikeid,1602,Norge,NO,19980703-6948,+47,+47 53 13 23 69,1998-07-03,True
Sune,Bengtsson,Kvarngatan 6,Norrköping,31669,Sverige,SE,19980426-8900,+46,08-215 092 17,1998-04-26,True
Espen,Mikkelsen,Nygårdsvingen 2,Lie,3701,Norge,NO,19880211-2917,+47,44017998,1988-02-11,True
Kerttu,Järvi,Tukkisillankatu 746,Halsua,50356,Finland,FI,19621121-6423,+358,+358326329228,1962-11-21,True
Malin,Pettersson,Strandgatan 13,Örnsköldsvik,79904,Sverige,SE,19930204-8942,+46,0081-274 69,1993-02-04,True
Aina,Johansson,Åkertorget 369,Jönköping,29312,Sverige,SE,19840821-2466,+46,088-10 72 29,1984-08-21,True
Jenny,Ayala,Jessica Loaf 175,Port Shelly,06898,Danmark,DK,19640520-3035,+45,001-489-453-8624x18044,1964-05-20,True
Ellen,Adkins,Pearson Shore 1550,South Angie,15507,Danmark,DK,19650731-3860,+45,001-557-626-3729x4740,1965-07-31,True
Valborg,Magnusson,Granstigen 8,Helsingborg,67751,Sverige,SE,19760413-5690,+46,002-183 32 58,1976-04-13,True
Olavi,Laine,Gadolinintie 2,Keminmaa,52985,Finland,FI,19990906-6003,+358,+358890738186,1999-09-06,True
Anna,Lundin,Kyrkotorget 687,Halmstad,71352,Sverige,SE,19961118-8308,+46,08-194 829 88,1996-11-18,True
Janne,Nguyen,Bakkehavna 5,Dahl,1320,Norge,NO,19830919-9501,+47,43346604,1983-09-19,True
